order_status,review_score,order_item_id,price,freight_value,faixa_preco
delivered,5,1,53.9,13.46,Medio
delivered,5,1,109.9,20.26,Medio
delivered,5,1,159.9,30.7,Alto
delivered,5,1,74.9,12.65,Medio
delivered,5,1,149.9,12.25,Alto
delivered,5,1,120.0,12.34,Alto
delivered,5,2,120.0,12.34,Alto
delivered,5,3,120.0,12.34,Alto
delivered,5,1,35.0,19.32,Baixo
delivered,5,2,35.0,19.32,Baixo
delivered,5,3,35.0,19.32,Baixo
delivered,1,1,59.9,15.17,Medio
delivered,1,1,110.0,23.99,Alto
delivered,5,1,59.99,16.18,Medio
delivered,5,1,149.9,18.3,Alto
delivered,5,1,189.5,19.61,Alto
delivered,5,1,140.0,18.86,Alto
delivered,4,1,49.0,15.1,Baixo
delivered,1,1,89.99,16.39,Medio
delivered,5,1,10.0,11.85,Baixo
delivered,5,1,117.99,9.64,Alto
delivered,2,1,13.99,7.78,Baixo
delivered,5,1,265.99,9.12,Alto
delivered,5,1,1699.0,60.04,Alto
delivered,5,1,14.9,7.78,Baixo
delivered,5,2,14.9,7.78,Baixo
delivered,5,1,31.9,8.72,Baixo
delivered,1,1,66.99,19.17,Medio
delivered,4,1,82.0,16.82,Medio
delivered,5,1,49.9,13.37,Baixo
delivered,1,1,69.99,9.32,Medio
delivered,1,2,159.99,27.97,Alto
delivered,5,1,79.9,15.31,Medio
delivered,4,1,126.12,31.65,Alto
delivered,5,1,31.9,15.1,Baixo
delivered,5,1,69.0,40.9,Medio
delivered,5,1,219.9,58.21,Alto
delivered,5,1,503.34,62.75,Alto
delivered,1,1,159.77,16.88,Alto
delivered,3,1,54.0,13.74,Medio
delivered,5,1,99.99,16.95,Medio
delivered,5,1,108.0,36.08,Medio
delivered,5,1,38.48,15.1,Baixo
delivered,5,1,27.9,17.6,Baixo
delivered,3,1,94.6,16.42,Medio
delivered,5,1,50.0,9.34,Medio
delivered,5,1,119.9,13.18,Alto
delivered,1,1,79.0,32.3,Medio
delivered,1,2,69.0,3.23,Medio
delivered,5,1,29.5,15.98,Baixo
delivered,1,1,166.99,23.49,Alto
delivered,5,1,59.9,17.67,Medio
delivered,4,1,49.9,8.27,Baixo
shipped,5,1,23.98,14.1,Baixo
delivered,1,1,210.0,17.1,Alto
delivered,5,1,310.9,20.31,Alto
delivered,5,1,4399.87,113.45,Alto
delivered,5,1,629.0,23.7,Alto
delivered,5,1,99.0,18.93,Medio
delivered,5,1,34.9,22.06,Baixo
delivered,5,1,54.9,11.88,Medio
delivered,4,1,24.9,16.79,Baixo
delivered,5,1,66.99,23.19,Medio
delivered,5,2,66.99,23.19,Medio
delivered,5,1,30.4,16.4,Baixo
delivered,5,1,129.99,9.1,Alto
delivered,1,1,139.0,13.99,Alto
delivered,5,1,229.9,13.11,Alto
delivered,5,1,29.49,19.32,Baixo
delivered,3,1,89.9,21.12,Medio
delivered,5,1,84.0,17.84,Medio
delivered,3,1,82.0,7.44,Medio
delivered,3,1,12.49,16.79,Baixo
delivered,5,1,49.0,14.1,Baixo
delivered,5,1,99.99,25.54,Medio
delivered,5,1,89.99,17.88,Medio
delivered,5,1,56.99,13.76,Medio
delivered,2,1,269.99,15.64,Alto
delivered,4,1,69.0,7.78,Medio
delivered,5,1,79.99,12.9,Medio
delivered,5,1,1699.0,60.26,Alto
delivered,5,1,53.9,12.86,Medio
delivered,2,1,214.0,98.87,Alto
delivered,2,2,214.0,98.87,Alto
delivered,5,1,280.0,16.71,Alto
delivered,1,1,84.89,14.5,Medio
delivered,1,2,84.89,14.5,Medio
delivered,1,3,88.0,0.63,Medio
delivered,1,1,69.9,14.17,Medio
delivered,1,2,44.9,14.17,Baixo
delivered,2,1,34.5,13.71,Baixo
delivered,2,2,34.5,13.71,Baixo
delivered,2,3,34.5,13.71,Baixo
delivered,1,1,42.9,14.52,Baixo
delivered,1,2,42.9,14.52,Baixo
delivered,5,1,23.0,15.23,Baixo
delivered,5,1,179.0,19.48,Alto
delivered,1,1,49.9,8.72,Baixo
delivered,4,1,44.9,8.27,Baixo
delivered,3,1,48.9,19.53,Baixo
delivered,1,1,388.0,25.59,Alto
delivered,4,1,109.9,13.35,Medio
delivered,5,1,139.94,39.84,Alto
delivered,5,1,59.9,14.17,Medio
delivered,5,1,129.9,40.1,Alto
delivered,5,1,106.9,13.19,Medio
delivered,5,1,39.9,8.44,Baixo
delivered,4,1,205.0,38.57,Alto
delivered,5,1,149.65,14.04,Alto
delivered,5,1,54.0,16.82,Medio
delivered,1,1,27.99,17.63,Baixo
delivered,5,1,56.9,12.74,Medio
delivered,1,1,75.0,13.08,Medio
delivered,1,2,75.0,13.08,Medio
delivered,1,3,75.0,13.08,Medio
delivered,3,1,76.38,21.02,Medio
delivered,3,2,76.38,21.02,Medio
delivered,4,1,185.0,28.67,Alto
delivered,5,1,49.9,15.45,Baixo
delivered,5,1,39.0,18.37,Baixo
delivered,5,1,65.49,16.22,Medio
delivered,5,2,65.49,16.22,Medio
delivered,5,3,65.49,16.22,Medio
delivered,5,4,65.49,16.22,Medio
delivered,5,5,65.49,16.22,Medio
delivered,5,6,65.49,16.22,Medio
delivered,5,7,65.49,16.22,Medio
delivered,5,8,65.49,16.22,Medio
delivered,5,9,65.49,16.22,Medio
delivered,5,10,65.49,16.22,Medio
delivered,5,11,65.49,16.22,Medio
delivered,5,12,65.49,16.22,Medio
delivered,5,13,65.49,16.22,Medio
delivered,5,14,65.49,16.22,Medio
delivered,5,15,65.49,16.22,Medio
delivered,5,1,94.9,19.63,Medio
delivered,4,1,139.93,17.42,Alto
delivered,3,1,48.9,15.44,Baixo
delivered,4,1,37.0,14.1,Baixo
delivered,5,1,269.9,83.27,Alto
delivered,5,1,24.0,37.06,Baixo
delivered,5,2,120.0,3.71,Alto
delivered,5,1,53.9,28.78,Medio
delivered,5,1,49.0,15.1,Baixo
delivered,5,1,96.8,14.98,Medio
delivered,1,1,89.0,17.87,Medio
delivered,2,1,75.9,15.28,Medio
delivered,1,1,99.9,0.0,Medio
delivered,1,2,99.9,0.0,Medio
delivered,1,3,99.9,0.0,Medio
delivered,5,1,47.9,28.75,Baixo
delivered,4,1,49.9,28.75,Baixo
delivered,5,1,24.9,15.1,Baixo
delivered,5,1,134.9,21.43,Alto
delivered,5,1,129.9,9.72,Alto
delivered,5,1,47.9,9.44,Baixo
delivered,5,1,19.0,17.06,Baixo
delivered,5,1,74.9,9.74,Medio
delivered,4,1,59.9,23.0,Medio
delivered,5,1,165.0,33.3,Alto
delivered,4,1,88.9,17.06,Medio
delivered,4,2,88.9,17.06,Medio
delivered,4,1,142.0,15.3,Alto
delivered,4,1,21.89,17.06,Baixo
delivered,3,1,59.9,29.45,Medio
delivered,5,1,29.99,11.85,Baixo
delivered,5,1,79.9,17.3,Medio
delivered,4,1,49.99,17.6,Medio
delivered,5,1,23.9,15.23,Baixo
delivered,5,1,131.99,21.85,Alto
delivered,5,1,95.0,18.77,Medio
delivered,5,1,81.99,7.92,Medio
delivered,4,1,17.33,15.1,Baixo
delivered,5,1,79.9,9.29,Medio
delivered,5,1,239.0,12.28,Alto
delivered,4,1,67.12,11.08,Medio
delivered,5,1,99.99,12.15,Medio
delivered,5,1,126.99,24.12,Alto
shipped,1,1,34.9,8.99,Baixo
delivered,1,1,90.3,17.07,Medio
delivered,5,1,105.0,23.31,Medio
shipped,1,1,79.0,13.57,Medio
delivered,5,1,139.9,15.15,Alto
delivered,5,2,139.9,15.15,Alto
shipped,2,1,150.0,44.75,Alto
delivered,1,1,19.99,7.78,Baixo
delivered,4,1,59.9,13.78,Medio
delivered,3,1,119.9,15.59,Alto
delivered,4,1,119.9,15.59,Alto
delivered,5,1,590.0,19.23,Alto
delivered,4,1,633.14,18.18,Alto
delivered,5,1,89.18,15.38,Medio
delivered,5,1,89.18,15.38,Medio
delivered,3,1,79.0,17.14,Medio
delivered,5,1,199.9,18.31,Alto
delivered,3,1,109.9,13.35,Medio
shipped,3,1,25.9,7.55,Baixo
delivered,4,1,599.9,32.6,Alto
delivered,2,1,139.9,21.37,Alto
delivered,1,1,19.9,15.1,Baixo
delivered,5,1,42.0,8.45,Baixo
delivered,5,1,20.0,25.63,Baixo
delivered,5,1,348.8,19.72,Alto
delivered,5,1,99.9,13.25,Medio
delivered,5,1,271.0,10.71,Alto
delivered,5,1,26.99,17.35,Baixo
delivered,5,1,59.9,37.97,Medio
delivered,5,2,59.9,37.97,Medio
delivered,5,1,110.32,15.65,Alto
delivered,5,1,24.99,7.76,Baixo
delivered,5,1,79.9,18.36,Medio
delivered,3,1,69.0,5.18,Medio
delivered,3,2,59.9,10.37,Medio
delivered,1,1,29.9,11.85,Baixo
delivered,3,1,42.0,22.22,Baixo
delivered,1,1,9.9,15.1,Baixo
delivered,5,1,20.49,7.4,Baixo
delivered,1,1,34.99,36.75,Baixo
delivered,1,2,34.99,36.75,Baixo
delivered,1,3,34.99,36.75,Baixo
delivered,5,1,110.32,18.87,Alto
delivered,5,1,38.9,7.71,Baixo
delivered,5,1,19.0,12.79,Baixo
delivered,1,1,18.9,15.1,Baixo
delivered,5,1,23.9,18.27,Baixo
delivered,5,2,23.9,18.27,Baixo
delivered,5,1,112.0,13.12,Alto
delivered,5,1,179.9,12.76,Alto
invoiced,1,1,311.0,27.68,Alto
delivered,3,1,41.8,19.32,Baixo
delivered,4,1,175.9,97.04,Alto
delivered,1,1,68.0,12.92,Medio
delivered,1,2,68.0,12.92,Medio
delivered,5,1,42.9,7.78,Baixo
delivered,4,1,395.0,25.53,Alto
delivered,5,1,319.99,13.44,Alto
delivered,4,1,13.45,16.11,Baixo
delivered,5,1,27.49,18.29,Baixo
delivered,5,1,25.0,19.37,Baixo
delivered,2,1,126.99,27.19,Alto
delivered,5,1,109.0,21.7,Medio
delivered,4,1,59.9,18.04,Medio
delivered,5,1,78.0,7.81,Medio
delivered,5,1,175.0,29.71,Alto
delivered,4,1,49.9,14.1,Baixo
delivered,5,1,149.97,17.02,Alto
delivered,4,1,199.99,30.81,Alto
delivered,5,1,65.0,7.78,Medio
delivered,5,1,109.89,9.13,Medio
delivered,5,2,109.89,11.22,Medio
delivered,5,1,29.0,34.15,Baixo
delivered,5,1,89.9,16.26,Medio
delivered,4,1,69.99,18.59,Medio
delivered,4,1,149.9,53.18,Alto
delivered,5,1,370.47,33.34,Alto
delivered,5,1,37.9,5.03,Baixo
delivered,5,2,37.9,25.16,Baixo
delivered,4,1,89.9,22.56,Medio
delivered,5,1,29.9,15.79,Baixo
delivered,5,1,54.9,13.08,Medio
delivered,5,1,44.9,14.1,Baixo
delivered,5,1,169.99,29.24,Alto
delivered,4,1,26.1,18.23,Baixo
delivered,4,1,49.9,24.61,Baixo
delivered,4,2,49.9,24.61,Baixo
shipped,1,1,39.9,8.29,Baixo
delivered,1,1,119.0,17.08,Alto
delivered,5,1,104.99,47.26,Medio
delivered,4,1,97.65,15.43,Medio
delivered,4,1,31.9,18.37,Baixo
delivered,5,1,45.0,19.51,Baixo
delivered,3,1,72.9,16.27,Medio
delivered,5,1,119.0,19.07,Alto
delivered,5,1,19.99,14.1,Baixo
delivered,4,1,39.99,50.85,Baixo
delivered,1,1,250.9,13.26,Alto
delivered,4,1,84.9,23.39,Medio
delivered,5,1,59.9,13.44,Medio
delivered,3,1,98.0,13.24,Medio
delivered,3,1,18.9,14.52,Baixo
delivered,5,1,314.8,17.9,Alto
delivered,3,1,99.0,11.3,Medio
delivered,4,1,179.99,16.02,Alto
delivered,5,1,79.9,13.92,Medio
delivered,5,1,176.0,8.49,Alto
delivered,3,1,134.9,32.85,Alto
delivered,4,1,79.5,16.19,Medio
delivered,1,1,159.9,21.61,Alto
delivered,1,1,99.9,18.58,Medio
delivered,3,1,149.9,25.4,Alto
delivered,4,1,13.0,15.1,Baixo
delivered,4,2,13.0,15.1,Baixo
delivered,4,1,15.49,8.27,Baixo
delivered,5,1,133.9,25.49,Alto
delivered,5,1,39.99,9.04,Baixo
delivered,1,1,69.9,4.87,Medio
delivered,1,2,69.9,4.87,Medio
delivered,3,1,49.9,13.37,Baixo
delivered,3,1,47.49,9.94,Baixo
delivered,5,1,84.99,19.13,Medio
delivered,5,1,129.99,18.48,Alto
delivered,4,1,155.0,16.85,Alto
delivered,2,1,346.32,71.13,Alto
delivered,4,1,139.9,18.23,Alto
delivered,4,1,49.9,16.79,Baixo
delivered,4,1,79.0,13.46,Medio
delivered,5,1,19.9,15.23,Baixo
delivered,4,1,34.5,8.88,Baixo
delivered,4,1,114.99,29.83,Alto
delivered,2,1,179.46,21.75,Alto
delivered,2,2,179.46,21.75,Alto
delivered,1,1,99.99,47.23,Medio
delivered,5,1,58.7,12.54,Medio
delivered,5,1,32.9,15.1,Baixo
delivered,5,1,88.99,9.44,Medio
delivered,4,1,42.9,15.1,Baixo
delivered,5,1,54.9,16.82,Medio
delivered,4,1,9.9,11.85,Baixo
delivered,5,1,17.9,11.85,Baixo
delivered,5,1,69.9,0.0,Medio
delivered,5,1,79.9,11.17,Medio
delivered,5,1,113.57,14.88,Alto
delivered,5,1,99.0,15.44,Medio
delivered,5,1,89.9,21.12,Medio
delivered,5,2,89.9,21.12,Medio
delivered,5,1,229.99,19.71,Alto
delivered,5,1,79.9,35.69,Medio
processing,1,1,108.0,17.2,Medio
delivered,4,1,57.9,8.72,Medio
delivered,1,1,49.0,7.6,Baixo
delivered,1,1,589.0,37.48,Alto
delivered,3,1,1189.9,121.05,Alto
delivered,5,1,25.0,15.1,Baixo
delivered,5,1,245.0,48.38,Alto
delivered,5,1,84.9,16.56,Medio
delivered,4,1,39.99,25.38,Baixo
delivered,5,1,19.9,14.1,Baixo
delivered,1,1,299.99,17.86,Alto
delivered,5,1,46.99,12.99,Baixo
delivered,5,1,159.9,20.61,Alto
delivered,5,1,45.95,11.85,Baixo
delivered,5,1,69.9,13.07,Medio
delivered,4,1,56.99,16.16,Medio
delivered,4,2,56.99,16.16,Medio
delivered,4,1,61.9,16.19,Medio
delivered,5,1,169.9,18.99,Alto
delivered,5,1,129.9,12.61,Alto
delivered,5,1,219.99,10.55,Alto
delivered,4,1,105.0,84.15,Medio
delivered,4,2,105.0,84.15,Medio
delivered,4,1,19.9,25.63,Baixo
delivered,1,1,216.76,30.56,Alto
delivered,5,1,72.5,13.53,Medio
delivered,5,1,269.99,28.33,Alto
delivered,1,1,33.0,14.44,Baixo
delivered,1,2,33.0,14.44,Baixo
delivered,1,3,33.0,14.44,Baixo
delivered,1,4,33.0,14.44,Baixo
delivered,1,1,41.99,29.39,Baixo
delivered,5,1,59.99,18.52,Medio
delivered,1,1,95.0,7.93,Medio
delivered,5,1,59.0,14.16,Medio
delivered,5,1,93.9,16.4,Medio
delivered,5,1,39.9,16.32,Baixo
delivered,4,1,4.99,11.85,Baixo
delivered,4,2,4.99,11.85,Baixo
delivered,2,1,45.0,16.11,Baixo
delivered,2,2,45.0,16.11,Baixo
delivered,5,1,59.0,28.81,Medio
delivered,5,1,107.0,12.25,Medio
delivered,3,1,47.49,9.94,Baixo
delivered,3,2,47.49,9.94,Baixo
delivered,3,1,289.0,16.77,Alto
delivered,5,1,43.9,15.1,Baixo
delivered,4,1,110.9,16.54,Alto
delivered,5,1,151.0,11.21,Alto
delivered,4,1,30.9,16.79,Baixo
delivered,5,1,249.9,99.97,Alto
delivered,5,1,28.99,16.79,Baixo
delivered,5,1,89.9,16.26,Medio
delivered,5,1,67.0,13.08,Medio
delivered,4,1,95.0,19.58,Medio
delivered,3,1,95.9,18.98,Medio
delivered,5,1,698.9,19.99,Alto
delivered,5,1,23.7,8.72,Baixo
delivered,5,1,69.9,16.25,Medio
delivered,4,1,79.95,14.31,Medio
delivered,5,1,149.9,21.97,Alto
delivered,5,2,149.9,21.97,Alto
delivered,4,1,21.99,7.78,Baixo
delivered,5,1,99.9,23.02,Medio
delivered,1,1,99.9,11.94,Medio
delivered,1,2,108.9,11.93,Medio
delivered,3,1,46.99,16.11,Baixo
delivered,5,1,110.65,13.44,Alto
delivered,4,1,210.0,16.57,Alto
delivered,5,1,143.88,20.2,Alto
delivered,5,1,59.9,28.82,Medio
delivered,5,1,98.99,20.77,Medio
delivered,3,1,55.65,16.83,Medio
delivered,3,1,56.85,9.09,Medio
delivered,3,1,90.0,18.2,Medio
shipped,5,1,18.99,21.15,Baixo
shipped,5,2,39.99,21.15,Baixo
delivered,3,1,29.0,14.1,Baixo
delivered,1,1,35.9,8.41,Baixo
delivered,1,1,149.9,19.59,Alto
delivered,5,1,29.9,11.85,Baixo
delivered,5,1,129.9,20.25,Alto
delivered,1,1,29.99,11.85,Baixo
delivered,5,1,46.4,16.11,Baixo
delivered,4,1,38.25,16.11,Baixo
delivered,4,1,135.0,23.53,Alto
delivered,5,1,146.99,21.52,Alto
delivered,5,1,122.99,8.63,Alto
delivered,5,1,270.0,16.64,Alto
delivered,5,1,39.9,17.6,Baixo
delivered,4,1,299.98,30.25,Alto
delivered,4,2,299.98,30.25,Alto
delivered,5,1,252.0,24.26,Alto
delivered,5,1,92.1,22.11,Medio
delivered,5,1,29.99,15.31,Baixo
delivered,5,1,88.0,16.87,Medio
delivered,5,1,88.0,16.47,Medio
delivered,5,1,629.0,49.08,Alto
delivered,1,1,25.0,26.48,Baixo
delivered,1,2,25.0,26.48,Baixo
delivered,5,1,19.9,14.1,Baixo
delivered,5,1,16.0,7.78,Baixo
delivered,5,1,26.14,11.73,Baixo
delivered,5,2,26.14,11.73,Baixo
delivered,5,1,160.0,62.92,Alto
delivered,1,1,69.9,25.33,Medio
shipped,1,1,69.9,15.7,Medio
delivered,1,1,83.99,15.34,Medio
delivered,1,2,83.99,15.34,Medio
delivered,5,1,238.4,58.75,Alto
delivered,1,1,69.99,11.51,Medio
delivered,5,1,12.77,14.1,Baixo
delivered,5,1,54.9,33.92,Medio
delivered,4,1,59.9,17.67,Medio
delivered,4,2,59.9,17.67,Medio
delivered,5,1,221.99,38.24,Alto
delivered,5,1,167.5,14.29,Alto
delivered,4,1,158.0,16.74,Alto
delivered,3,1,64.9,16.89,Medio
delivered,1,1,81.8,15.78,Medio
delivered,1,2,81.8,15.78,Medio
delivered,1,3,81.8,15.78,Medio
delivered,5,1,209.99,25.62,Alto
delivered,5,1,135.0,15.22,Alto
delivered,5,2,199.0,15.22,Alto
delivered,4,1,74.99,50.82,Medio
delivered,5,1,229.0,17.36,Alto
delivered,5,1,29.99,25.63,Baixo
delivered,2,1,134.9,47.24,Alto
delivered,5,1,89.9,12.97,Medio
delivered,5,1,110.0,19.48,Alto
delivered,3,1,50.9,11.86,Medio
delivered,5,1,445.0,63.17,Alto
delivered,5,1,15.99,15.1,Baixo
delivered,5,1,68.0,8.29,Medio
delivered,4,1,189.9,35.09,Alto
delivered,5,1,169.79,23.99,Alto
delivered,5,1,52.0,12.56,Medio
delivered,5,1,38.0,12.93,Baixo
delivered,5,1,9.9,7.78,Baixo
delivered,5,1,59.9,15.52,Medio
delivered,5,1,49.0,11.85,Baixo
delivered,5,1,149.0,51.76,Alto
delivered,5,1,279.0,45.82,Alto
delivered,3,1,23.99,7.78,Baixo
delivered,5,1,56.99,14.15,Medio
delivered,2,1,119.9,17.28,Alto
delivered,1,1,279.9,27.24,Alto
delivered,1,1,56.99,4.57,Medio
delivered,1,2,59.9,8.85,Medio
delivered,5,1,54.0,22.44,Medio
delivered,2,1,179.99,15.01,Alto
delivered,5,1,25.9,15.1,Baixo
delivered,4,1,741.82,61.86,Alto
delivered,5,1,45.9,16.92,Baixo
delivered,1,1,25.0,112.43,Baixo
delivered,5,1,120.0,9.59,Alto
delivered,5,1,249.99,135.62,Alto
delivered,5,1,329.9,20.19,Alto
delivered,5,1,70.0,16.74,Medio
delivered,5,1,35.9,11.85,Baixo
delivered,5,1,37.99,11.85,Baixo
delivered,3,1,44.9,15.56,Baixo
delivered,5,1,59.9,16.18,Medio
shipped,1,1,72.0,9.43,Medio
delivered,5,1,151.98,17.97,Alto
delivered,4,1,119.9,36.18,Alto
delivered,5,1,49.9,15.1,Baixo
delivered,4,1,99.9,29.1,Medio
delivered,5,1,169.0,19.06,Alto
delivered,5,1,84.9,16.35,Medio
delivered,4,1,69.9,16.12,Medio
shipped,1,1,75.0,15.29,Medio
shipped,1,2,75.0,15.29,Medio
delivered,5,1,99.9,26.78,Medio
delivered,5,1,99.9,17.0,Medio
delivered,1,1,229.99,9.77,Alto
shipped,1,1,14.9,14.11,Baixo
delivered,4,1,89.0,18.5,Medio
delivered,4,1,139.98,56.91,Alto
delivered,1,1,49.9,44.2,Baixo
delivered,5,1,194.99,41.35,Alto
delivered,5,1,97.9,29.62,Medio
delivered,5,2,97.9,29.62,Medio
delivered,5,1,56.99,8.72,Medio
delivered,5,1,89.9,19.82,Medio
delivered,3,1,99.0,17.94,Medio
delivered,5,1,139.99,16.74,Alto
delivered,4,1,99.0,11.3,Medio
delivered,1,1,329.99,106.39,Alto
delivered,5,1,31.9,14.1,Baixo
delivered,4,1,99.0,12.19,Medio
delivered,5,1,59.95,9.17,Medio
delivered,5,1,56.99,25.68,Medio
delivered,4,1,39.9,14.1,Baixo
delivered,5,1,9.8,18.23,Baixo
delivered,3,1,100.0,51.42,Medio
delivered,4,1,148.9,8.3,Alto
delivered,5,1,27.9,22.13,Baixo
delivered,3,1,89.0,35.94,Medio
delivered,5,1,1890.0,48.74,Alto
delivered,5,1,59.9,9.44,Medio
delivered,5,1,104.9,12.46,Medio
delivered,3,1,69.99,27.06,Medio
delivered,4,1,21.9,14.1,Baixo
delivered,1,1,149.9,23.37,Alto
delivered,5,1,149.9,17.28,Alto
delivered,5,2,199.9,29.95,Alto
delivered,5,3,249.9,39.17,Alto
delivered,5,1,49.99,17.63,Medio
delivered,4,1,69.99,23.07,Medio
delivered,3,1,99.9,14.87,Medio
delivered,5,1,134.99,15.69,Alto
delivered,5,1,37.9,12.79,Baixo
delivered,5,1,53.99,7.78,Medio
delivered,1,1,19.9,14.1,Baixo
delivered,5,1,64.99,14.77,Medio
delivered,5,1,179.0,17.5,Alto
delivered,4,1,85.0,36.69,Medio
delivered,5,1,54.9,18.48,Medio
delivered,4,1,189.0,14.34,Alto
delivered,3,1,229.99,17.86,Alto
delivered,4,1,25.99,24.35,Baixo
delivered,4,1,69.9,38.04,Medio
delivered,4,1,117.0,12.32,Alto
delivered,5,1,49.9,11.37,Baixo
delivered,4,1,99.0,16.96,Medio
delivered,4,2,99.0,16.96,Medio
delivered,5,1,449.9,194.64,Alto
delivered,4,1,85.9,69.48,Medio
delivered,5,1,325.0,45.85,Alto
delivered,5,1,173.25,15.96,Alto
delivered,4,1,349.9,23.27,Alto
delivered,3,1,35.9,14.1,Baixo
delivered,4,1,175.99,20.42,Alto
delivered,5,1,99.99,7.56,Medio
delivered,5,1,149.9,15.8,Alto
delivered,4,1,22.5,7.42,Baixo
delivered,5,1,5.99,19.32,Baixo
delivered,5,2,5.99,19.32,Baixo
delivered,5,3,5.99,19.32,Baixo
delivered,5,4,5.99,19.32,Baixo
delivered,5,1,35.9,10.96,Baixo
delivered,5,2,35.9,10.96,Baixo
delivered,5,3,35.9,10.96,Baixo
delivered,5,1,22.0,7.39,Baixo
delivered,4,1,54.0,9.34,Medio
delivered,5,1,86.96,26.11,Medio
delivered,5,2,86.96,26.11,Medio
delivered,5,3,86.96,26.11,Medio
delivered,3,1,20.85,18.23,Baixo
delivered,3,2,20.85,18.23,Baixo
delivered,3,3,20.85,18.23,Baixo
delivered,3,4,20.85,18.23,Baixo
delivered,3,5,20.85,18.23,Baixo
delivered,5,1,57.89,10.29,Medio
delivered,5,2,57.89,10.29,Medio
delivered,4,1,115.0,16.44,Alto
delivered,3,1,86.9,21.1,Medio
delivered,4,1,71.99,16.94,Medio
delivered,1,1,29.0,9.94,Baixo
delivered,5,1,42.79,14.1,Baixo
shipped,1,1,144.99,23.82,Alto
delivered,5,1,10.99,11.85,Baixo
delivered,5,2,10.99,11.85,Baixo
delivered,5,3,10.99,11.85,Baixo
delivered,5,4,10.99,11.85,Baixo
delivered,5,1,89.1,15.47,Medio
delivered,5,2,89.1,15.47,Medio
delivered,5,1,18.99,7.78,Baixo
delivered,5,1,71.82,13.52,Medio
delivered,5,1,22.99,8.72,Baixo
delivered,5,1,129.9,14.68,Alto
delivered,5,1,1199.9,34.72,Alto
delivered,4,1,539.0,11.03,Alto
delivered,5,1,79.9,15.32,Medio
delivered,5,1,99.9,16.95,Medio
delivered,5,1,387.0,60.62,Alto
delivered,5,1,177.65,27.56,Alto
delivered,5,1,39.9,15.1,Baixo
delivered,5,1,196.0,16.12,Alto
delivered,5,1,125.0,16.08,Alto
delivered,5,1,46.84,13.71,Baixo
delivered,4,1,119.0,21.47,Alto
delivered,3,1,89.9,12.13,Medio
delivered,4,1,69.9,11.88,Medio
delivered,4,1,99.9,21.19,Medio
delivered,4,1,149.99,23.85,Alto
delivered,5,1,689.0,22.07,Alto
delivered,4,1,23.9,15.23,Baixo
delivered,4,1,45.0,16.32,Baixo
delivered,1,1,129.0,13.92,Alto
delivered,5,1,49.9,17.6,Baixo
delivered,5,1,129.99,29.84,Alto
delivered,5,1,90.0,22.91,Medio
delivered,5,1,99.9,15.54,Medio
delivered,5,1,29.99,18.31,Baixo
delivered,3,1,24.99,15.23,Baixo
delivered,5,1,19.9,14.52,Baixo
delivered,5,1,77.98,8.9,Medio
delivered,5,1,119.9,96.41,Alto
delivered,5,1,29.9,7.95,Baixo
delivered,5,1,99.9,23.85,Medio
delivered,5,1,68.0,12.43,Medio
delivered,4,1,278.77,28.21,Alto
delivered,1,1,26.9,18.34,Baixo
delivered,1,1,59.9,10.5,Medio
delivered,1,2,59.9,10.5,Medio
delivered,5,1,498.8,171.5,Alto
delivered,1,1,99.99,23.5,Medio
delivered,1,1,59.99,19.08,Medio
delivered,1,2,59.99,15.26,Medio
delivered,5,1,29.99,13.71,Baixo
delivered,4,1,35.0,9.0,Baixo
delivered,4,2,35.0,9.0,Baixo
delivered,4,3,35.0,9.0,Baixo
delivered,3,1,26.15,18.23,Baixo
delivered,4,1,18.9,12.48,Baixo
delivered,5,1,25.9,16.79,Baixo
delivered,5,1,3.9,18.23,Baixo
delivered,5,2,3.9,18.23,Baixo
delivered,4,1,799.0,14.41,Alto
processing,1,1,42.57,15.1,Baixo
delivered,5,1,3089.0,317.47,Alto
delivered,4,1,217.0,20.58,Alto
delivered,5,1,59.9,15.17,Medio
delivered,5,1,23.99,15.1,Baixo
delivered,5,1,7.99,7.39,Baixo
delivered,5,1,19.9,33.11,Baixo
delivered,5,2,59.99,0.53,Medio
delivered,5,1,7.99,7.39,Baixo
delivered,3,1,159.9,12.62,Alto
delivered,5,1,17.9,12.79,Baixo
delivered,5,1,279.0,14.39,Alto
delivered,5,1,99.9,15.91,Medio
delivered,5,1,75.35,12.53,Medio
delivered,5,1,499.9,19.75,Alto
delivered,5,1,59.9,13.44,Medio
delivered,3,1,45.9,12.69,Baixo
delivered,5,1,149.9,18.63,Alto
delivered,5,1,106.0,17.95,Medio
delivered,5,2,106.0,17.95,Medio
delivered,5,1,12.9,16.79,Baixo
delivered,1,1,61.99,22.93,Medio
delivered,5,1,25.9,16.79,Baixo
delivered,5,1,19.0,15.1,Baixo
delivered,5,2,19.0,15.1,Baixo
delivered,5,3,19.0,15.1,Baixo
delivered,4,1,119.0,21.47,Alto
delivered,5,1,125.85,26.62,Alto
delivered,5,1,61.9,9.94,Medio
delivered,5,1,49.99,15.05,Medio
delivered,4,1,53.69,7.39,Medio
delivered,5,1,109.99,64.14,Alto
delivered,5,1,189.9,20.82,Alto
delivered,1,1,115.0,5.67,Alto
delivered,1,2,115.0,5.67,Alto
delivered,1,3,115.0,5.67,Alto
delivered,5,1,94.0,23.46,Medio
delivered,4,1,179.9,25.39,Alto
